Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Hayden Hodgson,PHI,R,6,75.916666666667,1,2,1,1,3,75.00,10,10.00,1.49,14,13,10,5,0,1,11,4,3,1,0,1,0,1,12,7,2,1,1,50.00
Darren Raddysh,T.B,D,4,41.266666666667,0,0,0,0,0,0.00,2,0.00,0.05,5,3,1,0,0,0,0,0,0,0,0,0,0,1,4,9,3,0,0,-
Dryden Hunt,NYR,L,76,916.53333333333,6,11,7,4,17,56.67,94,6.38,11.6,177,142,103,65,5,12,48,16,13,2,1,19,20,19,151,104,15,5,15,25.00
Andrew Mangiapane,CGY,L,82,1036.8333333333,25,16,10,6,41,73.21,148,16.89,17.66,251,191,182,93,8,15,34,13,12,0,1,17,35,43,69,58,22,18,29,38.30
Vladimir Tkachev,L.A,L,4,45.383333333333,0,0,0,0,0,-,1,0.00,0.03,2,1,2,0,0,0,2,1,1,0,0,0,2,0,1,0,0,1,1,50.00
Frank Vatrano,"FLA, NYR",C,71,874.16666666667,17,13,10,3,30,75.00,148,11.49,13.33,242,192,133,50,18,15,18,9,9,0,0,9,25,21,66,82,23,12,13,48.00
Noah Hanifin,CGY,D,81,1421.8666666667,9,25,7,18,34,38.64,160,5.63,7.34,337,241,91,18,5,24,17,7,6,1,0,8,52,31,58,86,57,0,0,-
Rasmus Andersson,CGY,D,82,1469.5166666667,2,28,15,13,30,32.97,109,1.83,4.54,204,152,48,9,3,14,26,13,13,0,0,14,37,17,52,96,83,0,0,-
Kyle Connor,WPG,L,79,1337.9,36,26,14,12,62,83.78,223,16.14,22.13,331,266,217,80,9,16,4,2,2,0,0,6,38,48,30,54,20,0,6,0.00
Jonas Siegenthaler,N.J,D,70,1266.5333333333,1,12,5,7,13,22.81,89,1.12,2.75,187,118,60,5,6,17,40,17,15,2,0,18,51,14,93,140,56,0,0,-
Colin White,OTT,C,24,304.11666666667,1,2,1,1,3,33.33,30,3.33,3.2,53,42,33,20,1,4,4,2,2,0,0,2,10,4,27,20,4,76,83,47.80
Pavel Zacha,N.J,C,70,996.45,11,17,10,7,28,60.87,112,9.82,12.95,203,163,144,57,15,9,16,8,8,0,0,7,32,29,76,58,8,146,157,48.18
Connor McDavid,EDM,C,80,1448.0,34,44,28,16,78,80.41,236,14.41,31.18,354,297,257,134,9,23,43,15,13,1,1,46,52,71,69,100,24,544,463,54.02
Jack Eichel,VGK,C,34,558.58333333333,11,6,4,2,17,58.62,104,10.58,7.39,150,122,87,31,2,8,10,5,5,0,0,9,22,25,45,54,29,156,174,47.27
Vince Dunn,SEA,D,73,1323.5166666667,5,19,7,12,24,42.86,98,5.10,5.11,239,147,89,13,7,14,57,24,21,3,0,16,47,21,69,84,74,0,0,-
Travis Dermott,"TOR, VAN",D,60,879.55,2,5,2,3,7,17.50,45,4.44,2.59,99,67,35,8,2,4,14,7,7,0,0,7,25,7,53,74,40,0,0,-
Jordan Greenway,MIN,L,62,790.23333333333,9,16,7,9,25,49.02,104,8.65,12.07,158,137,89,46,5,13,67,28,25,3,0,18,13,13,151,77,18,14,23,37.84
Timo Meier,S.J,R,77,1258.9833333333,23,35,20,15,58,77.33,264,8.71,23.66,458,366,251,102,17,30,52,26,26,0,0,28,44,46,158,111,16,17,19,47.22
Jakub Zboril,BOS,D,10,149.78333333333,0,3,1,2,3,42.86,12,0.00,0.78,19,14,4,1,0,1,4,2,2,0,0,1,4,1,19,15,8,0,0,-
Erik Cernak,T.B,D,55,892.56666666667,1,12,7,5,13,30.23,84,1.19,3.5,174,125,45,8,7,6,44,18,16,2,0,19,16,18,145,86,17,0,0,-
Mikko Rantanen,COL,R,75,1274.5333333333,20,37,22,15,57,54.29,163,12.27,18.5,313,238,190,76,8,21,52,25,25,0,0,29,34,44,55,107,34,144,171,45.71
A.J. Greer,N.J,L,9,70.45,1,1,0,1,2,66.67,14,7.14,1.2,20,16,12,6,1,0,2,1,1,0,0,6,4,0,20,11,0,2,1,66.67
Jansen Harkins,WPG,C,77,717.26666666667,7,6,3,3,13,76.47,67,10.45,6.28,142,100,78,28,5,4,13,5,4,1,0,12,24,26,51,72,15,28,16,63.64
Brendan Guhle,ANA,D,6,87.1,0,0,0,0,0,0.00,6,0.00,0.45,18,13,6,1,0,0,0,0,0,0,0,0,5,0,11,10,4,0,0,-
Sebastian Aho,CAR,"C, R",79,1110.7666666667,23,27,17,10,50,71.43,156,14.74,24.04,280,224,200,103,12,26,30,15,15,0,0,19,43,51,66,68,20,425,403,51.33
Oliver Kylington,CGY,D,73,1238.1166666667,8,20,7,13,28,35.00,122,6.56,6.27,248,174,71,14,4,10,14,7,7,0,0,8,53,24,38,93,68,0,0,-
Evgeny Svechnikov,WPG,L,72,769.3,7,12,5,7,19,70.37,78,8.97,7.53,123,99,83,44,4,9,38,15,14,0,1,8,27,24,104,68,20,3,4,42.86
Christian Fischer,ARI,R,53,594.1,4,5,4,1,9,75.00,67,5.97,6.17,110,84,63,34,7,10,12,6,6,0,0,13,21,13,90,70,16,66,125,34.55
Keegan Kolesar,VGK,R,77,894.95,5,17,12,5,22,64.71,86,5.81,10.5,133,109,89,53,5,13,68,22,14,8,0,21,33,26,244,155,37,69,103,40.12
Thomas Novak,NSH,C,27,270.66666666667,0,3,1,2,3,50.00,22,0.00,1.77,41,34,28,7,3,1,2,1,1,0,0,2,5,14,4,27,6,51,69,42.50
Travis Konecny,PHI,"C, R",79,1160.6,13,29,22,7,42,73.68,180,7.22,15.71,303,237,168,66,7,27,57,22,20,1,1,28,26,22,77,111,31,9,17,34.62
Dylan Strome,CHI,C,69,1012.65,17,15,9,6,32,64.00,107,15.89,10.24,156,131,115,66,3,7,22,11,11,0,0,11,16,43,10,57,31,351,342,50.65
Cooper Marody,EDM,C,1,5.8833333333333,0,1,1,0,1,100.00,1,0.00,0.16,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-
Brandon Carlo,BOS,D,79,1326.6,5,8,4,4,13,26.53,115,4.35,3.68,201,152,38,4,4,9,25,11,10,1,0,7,22,25,130,189,78,0,0,-
Brock Boeser,VAN,R,71,1097.5333333333,12,16,7,9,28,62.22,141,8.51,14.98,301,212,162,52,5,17,20,10,10,0,0,10,20,31,35,28,26,26,23,53.06
Mathew Barzal,NYI,C,73,1113.35,14,25,15,10,39,79.59,132,10.61,13.67,208,171,133,61,8,9,14,7,7,0,0,23,63,41,36,55,16,226,259,46.60
Glenn Gawdin,CGY,C,2,18.2,0,0,0,0,0,-,3,0.00,0.09,4,3,1,0,0,0,2,1,1,0,0,0,1,0,1,1,1,3,8,27.27
Nick Merkley,S.J,R,9,100.5,1,1,1,0,2,50.00,6,16.67,0.89,14,11,9,5,1,1,0,0,0,0,0,1,2,7,9,7,1,6,5,54.55
Roope Hintz,DAL,"C, L",80,1144.4333333333,25,19,14,5,44,62.86,165,15.15,21.69,291,240,220,102,8,27,24,12,12,0,0,17,42,19,80,79,47,284,255,52.69
Ethan Bear,CAR,D,58,844.23333333333,5,8,5,3,13,34.21,88,5.68,3.73,173,116,40,8,3,14,20,9,9,0,0,2,27,15,49,89,28,0,0,-
Caleb Jones,CHI,D,51,812.35,5,9,3,6,14,40.00,52,9.62,2.47,94,64,34,5,2,4,18,9,9,0,0,7,31,16,74,76,54,0,0,-
Noah Juulsen,VAN,D,8,105.48333333333,0,2,1,1,2,66.67,6,0.00,0.17,11,9,0,0,0,1,0,0,0,0,0,1,4,1,18,11,7,0,0,-
Jack Roslovic,CBJ,C,81,968.55,18,20,13,7,38,73.08,113,15.93,10.21,187,157,105,45,5,10,12,6,6,0,0,6,32,27,58,77,23,318,423,42.91
Zach Werenski,CBJ,D,68,1416.7,7,26,15,11,33,44.00,164,4.27,9.13,326,238,107,25,4,13,16,8,8,0,0,8,33,37,27,67,77,0,0,-
Nicolas Roy,VGK,C,78,1026.4166666667,13,20,16,4,33,56.90,113,11.50,15.88,197,156,160,93,8,23,49,19,17,1,1,9,34,29,85,83,28,377,383,49.61
Anthony Beauvillier,NYI,L,75,1100.0333333333,7,16,12,4,23,51.11,118,5.93,13.42,196,158,151,57,8,14,12,6,6,0,0,9,48,35,37,94,19,4,3,57.14
Guillaume Brisebois,VAN,D,1,4.2166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
Daniel Sprong,"SEA, WSH",R,63,741.83333333333,12,6,4,2,18,58.06,137,8.76,12.45,243,200,145,51,10,14,8,4,4,0,0,7,23,20,40,53,12,0,2,0.00
Nicolas Meloche,S.J,D,50,785.95,2,4,1,3,6,22.22,35,5.71,1.58,92,51,27,3,1,11,39,17,16,1,0,8,24,17,152,67,13,0,0,-
Jeremy Lauzon,"NSH, SEA",D,66,1033.1666666667,2,5,3,2,7,18.42,75,2.67,2.65,151,100,35,6,1,9,79,25,17,7,1,15,24,10,207,108,42,0,0,-
Thomas Chabot,OTT,D,59,1328.0833333333,6,19,8,11,25,37.31,156,3.85,8.01,288,201,82,17,4,22,24,12,12,0,0,18,59,24,73,105,75,0,0,-
Mathieu Joseph,"OTT, T.B",R,69,825.96666666667,10,16,8,8,26,68.42,75,13.33,8.33,133,111,87,45,7,3,23,10,9,1,0,19,17,33,106,123,13,17,26,39.53
Lawson Crouse,ARI,L,65,894.78333333333,16,10,7,3,26,66.67,104,15.38,11.34,183,144,113,52,6,14,46,17,13,4,0,15,19,24,173,82,26,13,24,35.14
Kyle Capobianco,ARI,D,45,688.03333333333,1,6,4,2,7,24.14,37,2.70,2.35,82,59,24,3,1,6,38,18,18,0,0,6,30,16,43,37,43,0,0,-
Mitchell Stephens,DET,C,27,260.86666666667,0,6,3,3,6,85.71,14,0.00,1.23,35,23,16,4,0,4,8,4,4,0,0,1,7,3,20,15,8,102,101,50.25
Blake Speers,ARI,C,2,17.716666666667,0,0,0,0,0,-,1,0.00,0.05,2,1,0,0,0,0,2,1,1,0,0,0,1,1,3,1,2,6,5,54.55
Mitchell Marner,TOR,"C, R",72,1132.15,26,42,25,17,68,75.56,148,17.57,15.5,297,216,177,63,9,9,14,7,7,0,0,11,52,57,68,68,24,4,3,57.14
Zach Senyshyn,OTT,R,2,13.05,0,0,0,0,0,-,0,-,0.01,1,1,0,0,0,0,2,1,1,0,0,0,0,0,4,1,0,0,0,-
Chase Pearson,DET,C,3,20.266666666667,0,0,0,0,0,0.00,2,0.00,0.73,5,4,5,4,0,0,0,0,0,0,0,0,0,0,4,2,0,2,2,50.00
Jacob Larsson,ANA,D,6,90.45,0,1,0,1,1,50.00,5,0.00,0.12,8,7,2,0,0,0,2,1,1,0,0,0,3,0,1,4,5,0,0,-
Joel Eriksson Ek,MIN,C,77,1032.8,14,18,11,7,32,51.61,168,8.33,14.32,253,209,149,80,7,19,14,7,7,0,0,19,9,19,125,110,26,469,513,47.76
Denis Gurianov,DAL,R,73,888.45,7,17,11,6,24,66.67,113,6.19,8.8,227,156,107,44,3,14,14,7,7,0,0,7,37,12,66,47,29,0,0,-
Jake DeBrusk,BOS,L,77,1007.1333333333,22,16,10,6,38,77.55,157,14.01,15.42,230,191,149,70,10,18,8,4,4,0,0,15,26,33,60,92,21,9,10,47.37
Ivan Provorov,PHI,D,79,1577.15,8,14,3,11,22,34.38,141,5.67,5.98,257,180,80,16,2,15,32,16,16,0,0,9,71,13,68,136,127,0,0,-
Gabriel Carlsson,CBJ,D,38,436.65,2,7,3,4,9,39.13,18,11.11,0.69,38,22,16,3,0,6,10,5,5,0,0,5,4,7,25,37,26,0,0,-
John Marino,PIT,D,81,1399.0666666667,1,20,8,12,21,38.18,78,1.28,4.19,171,114,51,12,3,8,23,10,9,1,0,16,28,33,62,146,69,0,0,-
Yakov Trenin,NSH,C,80,1023.6,17,7,3,4,24,63.16,127,13.39,15.18,223,177,133,61,8,9,46,17,13,4,0,17,22,23,187,81,26,12,22,35.29
Austin Czarnik,"NYI, SEA",C,17,170.71666666667,2,5,3,2,7,63.64,14,14.29,1.17,28,21,19,5,2,0,0,0,0,0,0,1,4,6,3,11,6,22,35,38.60
Anthony Cirelli,T.B,C,76,1117.7833333333,13,21,12,9,34,59.65,118,11.02,14.15,216,166,154,68,9,16,49,19,17,1,1,36,9,45,72,106,22,352,405,46.50
Tanner Kero,DAL,C,23,207.63333333333,0,3,1,2,3,60.00,13,0.00,1.23,24,17,13,6,1,1,0,0,0,0,0,4,6,5,12,15,6,8,5,61.54
Evan Rodrigues,PIT,C,82,1102.4,12,23,14,9,35,64.81,197,6.09,16.39,323,254,176,67,13,22,14,7,7,0,0,17,21,31,84,111,27,151,169,47.19
Artemi Panarin,NYR,L,75,1214.7,17,42,28,14,59,84.29,131,12.98,11.19,260,185,143,34,7,15,18,5,4,0,1,12,58,52,21,46,10,1,1,50.00
Dean Kukan,CBJ,D,41,621.76666666667,3,8,1,7,11,33.33,38,7.89,2.31,72,53,22,8,3,4,16,7,7,0,0,5,14,9,42,46,35,0,0,-
Noel Acciari,FLA,C,20,212.25,3,5,3,2,8,72.73,31,9.68,4.23,51,44,38,20,1,4,11,4,3,1,0,2,5,8,45,32,12,80,69,53.69
Derek Ryan,EDM,C,75,720.35,10,11,6,5,21,61.76,69,14.49,7.83,114,91,71,39,4,8,6,3,3,0,0,6,12,22,34,69,26,235,157,59.95
Kevin Stenlund,CBJ,C,3,22.583333333333,0,0,0,0,0,-,3,0.00,0.18,4,3,3,1,0,0,2,1,1,0,0,1,0,1,2,2,2,1,0,100.00
Lukas Vejdemo,MTL,C,6,49.95,1,0,0,0,1,100.00,9,11.11,0.93,9,9,5,4,0,0,0,0,0,0,0,0,3,3,6,8,1,13,12,52.00
Will Borgen,SEA,D,36,513.55,2,6,4,2,8,53.33,46,4.35,1.5,93,63,18,1,1,5,28,11,9,2,0,10,14,4,83,57,25,0,0,-
Colton White,N.J,D,27,349.7,0,4,1,3,4,23.53,18,0.00,1.03,45,30,13,4,3,5,8,4,4,0,0,1,10,1,24,70,5,0,0,-
Christian Wolanin,"BUF, L.A",D,9,118.8,1,1,1,0,2,50.00,5,20.00,0.27,10,7,3,1,0,1,2,1,1,0,0,1,3,5,3,6,5,0,0,-
Alexandre Carrier,NSH,D,77,1314.3,2,23,10,13,25,39.68,82,2.44,5.39,167,120,49,15,4,12,44,22,22,0,0,13,32,24,86,197,78,0,0,-
Conor Garland,VAN,R,77,1133.4,18,31,21,10,49,74.24,186,9.68,17.59,298,244,177,64,8,19,26,13,13,0,0,32,29,49,51,110,21,3,4,42.86
Niko Mikkola,STL,D,54,832.7,2,10,6,4,12,30.77,56,3.57,2.31,107,76,41,7,0,7,55,26,25,1,0,9,23,6,105,112,62,0,0,-
Kirill Kaprizov,MIN,L,81,1273.9166666667,33,44,31,13,77,81.05,217,15.21,20.58,392,311,216,78,17,20,28,14,14,0,0,42,58,57,69,117,25,4,3,57.14
Dominik Simon,"ANA, PIT",C,72,709.25,3,9,6,3,12,44.44,84,3.57,7.09,133,109,77,38,4,6,34,12,11,0,1,13,18,21,72,81,38,8,11,42.11
Christian Jaros,N.J,D,11,117.2,0,0,0,0,0,0.00,9,0.00,0.52,21,14,8,2,0,1,2,1,1,0,0,0,5,1,21,13,7,0,0,-
Rudolfs Balcers,S.J,L,61,826.38333333333,11,11,6,5,22,61.11,88,12.50,9.33,146,122,95,47,12,6,20,9,9,0,0,7,28,32,110,73,11,7,11,38.89
Troy Terry,ANA,"C, R",75,1210.9,28,23,13,10,51,76.12,166,16.87,20.24,277,227,198,86,11,17,24,12,12,0,0,30,39,34,6,102,22,1,7,12.50
Adam Gaudette,"CHI, OTT",C,58,588.66666666667,3,9,5,4,12,70.59,75,4.00,5.96,137,103,74,25,3,6,17,7,6,1,0,7,13,20,70,39,10,53,66,44.54
Brett Seney,TOR,L,2,14.033333333333,0,0,0,0,0,-,1,0.00,0.17,2,1,2,1,0,0,0,0,0,0,0,0,1,0,3,3,2,0,5,0.00
Vladislav Gavrikov,CBJ,D,80,1525.3333333333,5,27,12,15,32,37.21,97,5.15,5.65,191,132,62,17,3,9,66,31,31,0,0,10,31,18,115,81,95,0,0,-
Mason Appleton,"SEA, WPG",C,68,918.08333333333,8,13,8,5,21,53.85,94,8.51,10.98,163,131,87,46,1,10,16,8,8,0,0,11,12,15,59,105,16,7,15,31.82
Steven Lorentz,CAR,C,67,698.06666666667,8,5,2,3,13,56.52,80,10.00,10.3,142,113,97,56,2,10,8,4,4,0,0,7,17,23,65,109,13,47,54,46.53
Markus Nutivaara,FLA,D,1,7.0166666666667,0,1,1,0,1,100.00,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,-
Matt Roy,L.A,D,67,1214.7833333333,2,15,12,3,17,28.33,142,1.41,5.97,254,189,62,10,5,23,26,12,12,0,0,7,37,6,108,127,33,0,0,-
Sami Niku,MTL,D,13,167.6,0,5,4,1,5,55.56,11,0.00,0.24,19,12,3,1,1,1,2,1,1,0,0,1,4,2,6,20,16,0,0,-
Kole Sherwood,NSH,R,1,8.1333333333333,0,0,0,0,0,-,2,0.00,0.07,3,2,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-
Lane Pederson,S.J,C,29,284.25,0,2,1,1,2,100.00,23,0.00,1.85,37,32,18,6,0,2,10,5,5,0,0,3,6,6,54,40,2,39,53,42.39
Jalen Chatfield,CAR,D,16,230.08333333333,0,3,1,2,3,42.86,25,0.00,1.27,51,36,9,2,1,5,8,4,4,0,0,0,3,6,32,38,9,0,0,-
Mason Marchment,FLA,L,54,713.48333333333,17,28,14,14,45,80.36,114,14.91,15.9,198,156,123,65,9,15,53,21,19,1,1,25,17,25,114,127,9,10,26,27.78
Adam Brooks,"MTL, VGK, WPG",C,25,214.91666666667,2,1,1,0,3,60.00,14,14.29,1.46,20,17,14,9,0,0,2,1,1,0,0,1,3,3,11,20,6,21,31,40.38
Philippe Myers,NSH,D,27,372.81666666667,1,3,2,1,4,26.67,27,3.70,1.25,71,48,12,2,0,1,10,5,5,0,0,2,16,8,48,32,15,0,0,-
Ryan Lomberg,FLA,L,55,558.98333333333,9,8,3,5,17,65.38,84,10.71,7.78,152,114,91,36,6,10,92,24,16,4,4,26,9,15,116,67,4,1,5,16.67
Andrew Poturalski,CAR,C,2,17.35,0,0,0,0,0,-,3,0.00,0.27,4,4,3,2,0,0,0,0,0,0,0,0,1,0,0,3,1,2,3,40.00
Dan Renouf,DET,D,4,55.266666666667,0,0,0,0,0,0.00,3,0.00,0.11,5,4,1,0,0,0,7,2,1,1,0,2,1,1,4,4,2,0,0,-
Ethan Prow,BUF,D,4,46.783333333333,1,0,0,0,1,33.33,2,50.00,0.2,3,2,2,1,0,0,0,0,0,0,0,0,2,0,2,5,1,0,0,-
Kevin Rooney,NYR,C,61,709.88333333333,6,6,3,3,12,63.16,63,9.52,5.26,98,74,56,28,4,6,16,8,8,0,0,16,16,18,81,68,30,167,203,45.14
Brandon Tanev,SEA,L,30,387.33333333333,6,6,4,2,12,75.00,41,14.63,5.44,66,53,37,24,2,7,11,4,3,1,0,5,10,6,90,52,17,1,0,100.00
Kyle Criscuolo,DET,C,6,57.333333333333,0,2,1,1,2,100.00,5,0.00,0.29,10,7,6,2,0,0,2,1,1,0,0,0,0,0,6,5,1,4,9,30.77
Matthew Tkachuk,CGY,L,82,1222.3166666667,30,45,28,17,75,69.44,180,16.67,23.23,330,267,222,110,6,16,64,31,31,0,0,33,80,39,92,53,18,18,19,48.65
Joey Anderson,TOR,R,5,42.933333333333,0,0,0,0,0,0.00,10,0.00,0.67,15,12,12,6,1,3,0,0,0,0,0,1,0,2,3,8,0,0,0,-
Luke Kunin,NSH,C,82,993.55,13,7,5,2,20,52.63,109,11.93,11.79,182,153,117,46,4,14,97,30,21,7,2,17,14,19,221,99,43,38,48,44.19
Auston Matthews,TOR,C,73,1266.7833333333,44,33,18,15,77,76.24,272,16.18,27.95,464,375,333,128,15,33,16,8,8,0,0,12,43,89,64,95,55,663,515,56.28
Maxime Lajoie,CAR,D,5,56.716666666667,0,0,0,0,0,0.00,6,0.00,0.4,18,10,7,1,0,1,0,0,0,0,0,0,1,0,3,5,5,0,0,-
Lucas Johansen,WSH,D,1,12.3,0,1,1,0,1,100.00,0,-,0.03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Wade Allison,PHI,R,1,7.0833333333333,0,0,0,0,0,-,2,0.00,0.17,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,-
Adam Fox,NYR,D,78,1467.8166666667,10,29,14,15,39,50.65,116,8.62,5.49,201,146,65,10,4,8,22,11,11,0,0,15,40,62,28,105,101,0,0,-
Ryan Lindgren,NYR,D,78,1387.75,4,11,6,5,15,25.00,72,5.56,4.38,152,99,49,11,1,8,44,22,22,0,0,15,25,16,113,141,105,0,0,-
Charlie McAvoy,BOS,D,78,1506.5166666667,5,29,9,20,34,38.64,141,3.55,6.68,243,189,81,14,0,14,54,24,22,2,0,23,51,20,138,176,99,0,0,-
Julien Gauthier,NYR,R,49,483.95,3,4,2,2,7,50.00,66,4.55,8.14,105,91,78,52,4,8,6,3,3,0,0,9,12,15,98,57,13,1,2,33.33
Libor Hajek,NYR,D,17,217.75,0,1,0,1,1,25.00,11,0.00,0.32,21,14,6,1,1,0,8,4,4,0,0,2,4,2,6,27,23,0,0,-
Rasmus Asplund,BUF,C,80,999.83333333333,5,17,13,4,22,55.00,113,4.42,11.28,169,153,94,50,9,14,8,4,4,0,0,3,21,16,29,74,14,24,28,46.15
Carl Grundstrom,L.A,R,54,567.58333333333,9,6,3,3,15,75.00,81,11.11,8.35,136,112,78,35,5,7,24,12,12,0,0,8,8,13,133,67,4,6,13,31.58
Alex DeBrincat,CHI,L,82,1355.8833333333,27,23,11,12,50,67.57,200,13.50,19.18,339,256,212,67,17,19,8,4,4,0,0,21,38,57,93,102,30,24,37,39.34
Markus Niemelainen,EDM,D,20,234.25,0,1,0,1,1,16.67,11,0.00,0.24,25,14,6,0,0,0,4,2,2,0,0,3,8,4,71,40,12,0,0,-
Patrik Laine,CBJ,L,56,859.35,21,21,10,11,42,79.25,118,17.80,10.2,218,159,116,30,5,15,24,12,12,0,0,7,45,24,34,41,13,9,12,42.86
Cam Dineen,ARI,D,34,484.0,0,7,3,4,7,50.00,51,0.00,2.46,107,80,32,7,2,4,4,2,2,0,0,4,17,6,22,72,39,0,0,-
Clayton Keller,ARI,"C, R",67,1076.1333333333,22,28,18,10,50,75.76,126,17.46,13.52,200,166,121,46,11,13,26,13,13,0,0,21,46,52,16,80,24,19,25,43.18
Jesse Puljujarvi,EDM,R,65,956.81666666667,10,19,12,7,29,52.73,133,7.52,15.23,226,190,146,63,4,11,16,8,8,0,0,9,18,26,78,105,15,0,0,-
Jakob Chychrun,ARI,D,47,908.28333333333,6,14,7,7,20,55.56,116,5.17,5.51,249,183,65,6,5,11,45,17,15,1,1,6,31,15,47,77,53,0,0,-
Dillon Dube,CGY,C,79,880.71666666667,15,11,5,6,26,66.67,122,12.30,12.8,198,162,135,61,5,15,18,9,9,0,0,14,20,19,79,126,13,82,89,47.95
Tyler Benson,EDM,L,29,242.96666666667,1,1,1,0,2,33.33,18,5.56,1.23,35,25,18,5,2,3,18,5,4,0,1,4,6,3,45,34,3,0,1,0.00
Kale Clague,"L.A, MTL",D,36,524.05,2,5,2,3,7,50.00,22,9.09,1.27,45,27,22,5,1,3,20,10,10,0,0,1,33,6,14,48,14,0,0,-
Sam Steel,ANA,C,68,769.86666666667,6,11,5,6,17,65.38,62,9.68,6.0,112,81,72,33,5,8,16,8,8,0,0,12,20,16,37,69,25,189,194,49.35
Brett Howden,VGK,C,47,474.36666666667,8,9,5,4,17,70.83,35,22.86,5.73,65,56,49,34,3,10,10,5,5,0,0,7,14,13,60,59,33,138,145,48.76
Olli Juolevi,"DET, FLA",D,18,222.4,0,0,0,0,0,0.00,18,0.00,0.42,34,25,4,0,1,1,6,3,3,0,0,1,7,2,13,35,6,0,0,-
Kieffer Bellows,NYI,L,45,510.55,6,9,5,4,15,68.18,75,8.00,6.39,135,101,91,24,4,10,19,8,7,1,0,5,26,6,103,62,14,0,1,0.00
Beck Malenstyn,WSH,L,12,99.65,1,0,0,0,1,20.00,9,11.11,0.98,16,14,9,6,0,0,9,3,2,1,0,1,1,1,34,22,5,1,3,25.00
Riley Tufte,DAL,L,10,70.633333333333,1,0,0,0,1,50.00,5,20.00,0.59,8,7,5,4,0,0,4,2,2,0,0,1,3,1,9,4,4,1,1,50.00
Tim Gettinger,NYR,L,8,74.4,0,0,0,0,0,0.00,3,0.00,0.3,6,5,4,2,1,0,0,0,0,0,0,0,1,0,15,5,4,2,2,50.00
Trent Frederic,BOS,C,60,659.35,8,10,9,1,18,69.23,96,8.33,8.9,149,120,95,43,10,14,55,20,15,5,0,12,11,21,117,78,19,35,53,39.77
Logan Brown,STL,C,39,379.15,4,6,4,2,10,83.33,31,12.90,4.63,52,46,40,26,0,4,8,4,4,0,0,2,12,7,21,53,12,65,102,38.92
William Lockwood,VAN,R,13,145.03333333333,0,0,0,0,0,0.00,13,0.00,1.45,24,20,14,7,0,0,9,3,2,1,0,2,2,1,49,26,9,0,0,-
Max Jones,ANA,L,2,17.55,0,0,0,0,0,-,2,0.00,0.11,3,3,1,0,0,0,15,2,0,1,1,3,2,0,2,1,0,1,1,50.00
Andrew Peeke,CBJ,D,82,1486.5,2,13,4,9,15,24.59,68,2.94,3.21,161,103,35,7,2,7,58,26,24,2,0,16,30,13,168,110,124,0,0,-
Tyson Jost,"COL, MIN",C,80,852.95,8,11,7,4,19,57.58,93,8.60,8.3,151,114,91,40,4,11,28,13,13,0,0,26,8,32,54,144,28,129,187,40.82
Dante Fabbro,NSH,D,66,1179.0,3,21,11,10,24,37.50,86,3.49,3.86,187,129,37,2,3,9,22,11,11,0,0,11,31,22,67,125,85,0,0,-
Josh Mahura,ANA,D,38,524.55,3,4,2,2,7,46.67,36,8.33,1.65,82,52,21,3,0,2,10,5,5,0,0,7,17,5,60,90,41,0,0,-
Jonathan Dahlen,S.J,C,61,722.83333333333,9,6,4,2,15,57.69,80,11.25,9.79,139,106,99,54,7,10,12,6,6,0,0,5,19,20,15,29,12,0,1,0.00
Victor Mete,OTT,D,37,463.8,0,6,6,0,6,60.00,26,0.00,1.42,52,40,18,4,2,1,4,2,2,0,0,4,17,5,12,54,28,0,0,-
Logan Stanley,WPG,D,58,762.53333333333,1,11,5,6,12,46.15,74,1.35,3.18,173,122,39,4,3,5,40,14,10,4,0,6,43,11,108,94,70,0,0,-
Givani Smith,DET,R,46,387.91666666667,4,3,3,0,7,58.33,50,8.00,4.19,83,64,37,20,4,4,108,27,14,10,3,16,8,7,86,34,19,1,1,50.00
Connor Bunnaman,PHI,C,15,144.25,0,0,0,0,0,0.00,10,0.00,1.29,17,15,10,5,1,0,4,2,2,0,0,1,1,0,15,10,2,54,44,55.10
Boris Katchouk,"CHI, T.B",L,59,545.4,3,4,2,2,7,53.85,54,5.56,5.23,94,75,51,28,5,3,37,9,6,1,2,12,7,15,135,60,15,7,10,41.18
Jordan Kyrou,STL,C,74,1076.3166666667,22,33,24,9,55,82.09,158,13.92,13.47,261,201,173,55,18,11,18,9,9,0,0,26,29,36,6,91,21,6,8,42.86
Riley Stillman,CHI,D,52,723.08333333333,2,10,7,3,12,40.00,49,4.08,2.08,117,73,24,6,0,2,36,12,8,4,0,13,26,7,121,66,54,0,0,-
