"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"336","Jayson Megna","COL","C","20","1.5666666666667","3","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.08","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","1","0","5","-","0","1","0","-"
"337","Andrej Sustr","ANA, T.B","D","38","0.56666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","0","2","6","0.00","1","0","2","33.33"
"339","Danny DeKeyser","DET","D","59","4.85","6","0","100.00","6","0","100.00","3","0","100.00","0","0","-","0.34","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","4","1","80.00","0","0","-","0.00","-","0.00","6","4","1","15","85.71","7","5","1","87.50"
"344","Anton Blidh","BOS","L","32","0.51666666666667","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0.06","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","-","-","-","1","0","0","4","100.00","1","0","1","50.00"
"346","Kyle Burroughs","VAN","D","42","1.5833333333333","3","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.1","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","2","0","3","100.00","1","2","0","100.00"
"376","Remi Elie","T.B","L","1","1.2166666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","1","0","1","-","0","1","1","0.00"
"400","Curtis Lazar","BOS","C","70","0.96666666666667","3","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.18","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","2","0","0","3","100.00","3","0","0","100.00"
"405","Joel Hanley","DAL","D","44","0.3","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","3","-","0","0","0","-"
"410","Patrick Brown","PHI","C","44","2.8333333333333","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.02","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","4","1","1","13","80.00","4","2","1","80.00"
"419","Michael Dal Colle","NYI","L","1","0.83333333333333","2","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.08","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","0","0","0","100.00","1","0","0","100.00"
"441","Nicolas Aube-Kubel","COL, PHI","R","74","2.5833333333333","2","0","100.00","1","0","100.00","0","0","-","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","-","-","-","0","1","0","14","-","0","1","0","-"
"453","Austin Poganski","WPG","R","16","0.55","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.04","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","1","0","0","1","100.00","1","0","0","100.00"
"458","Max Willman","PHI","C","41","1.0666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.03","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","3","1","1","4","75.00","3","2","1","75.00"
"461","Dakota Joshua","STL","C","30","1.5333333333333","5","0","100.00","4","0","100.00","4","0","100.00","0","0","-","0.32","0","100.00","3","0","100.00","2","0","100.00","0","0","-","1","0","100.00","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","0","0","2","-","2","0","0","100.00"
"474","Matthew Highmore","VAN","C","46","7.4666666666667","12","0","100.00","8","0","100.00","5","0","100.00","1","0","100.00","0.72","0","100.00","9","0","100.00","4","0","100.00","1","0","100.00","5","0","100.00","0","0","-","3","0","100.00","0","0","-","20.00","-","0.20","6","3","1","13","85.71","6","4","1","85.71"
"476","Hayden Hodgson","PHI","R","6","3.2833333333333","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","-","-","-","2","0","0","2","100.00","3","0","0","100.00"
"480","Vladimir Tkachev","L.A","L","4","10.55","21","0","100.00","17","0","100.00","11","0","100.00","3","0","100.00","1.74","0","100.00","13","0","100.00","5","0","100.00","1","0","100.00","8","0","100.00","0","0","-","10","0","100.00","2","0","100.00","27.27","-","0.27","8","0","0","3","100.00","11","0","0","100.00"
"485","Jonas Siegenthaler","N.J","D","70","1.8833333333333","3","0","100.00","3","0","100.00","3","0","100.00","1","0","100.00","0.11","0","100.00","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","1","0","100.00","1","0","100.00","33.33","-","0.33","3","4","1","6","75.00","4","4","1","80.00"
"494","Jakub Zboril","BOS","D","10","0.68333333333333","3","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.18","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","2","0","100.00","0","0","-","0.00","-","0.00","0","0","0","1","-","1","0","0","100.00"
"501","Evgeny Svechnikov","WPG","L","72","1.65","3","0","100.00","3","0","100.00","3","0","100.00","0","0","-","0.47","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","1","0","7","-","2","1","0","100.00"
