Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Cole Perfetti,WPG,C,18,22.716666666667,0,1,1,0,1,100.00,4,0.00,0.75,9,6,7,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,-
Jacob Perreault,ANA,R,1,0.91666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
JJ Peterka,BUF,R,2,1.75,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Isaak Phillips,CHI,D,4,0.033333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Alexander Barabanov,S.J,L,70,130.48333333333,2,6,2,4,8,57.14,19,10.53,1.96,32,23,21,7,0,2,2,1,1,0,0,0,3,2,1,14,0,0,0,-
Radim Zohorna,PIT,L,17,8.75,0,0,0,0,0,-,1,0.00,0.26,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00
Linus Sandin,PHI,R,1,0.3,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Artem Zub,OTT,D,81,22.183333333333,0,0,0,0,0,-,4,0.00,0.24,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Yegor Chinakhov,CBJ,R,62,76.516666666667,1,0,0,0,1,16.67,14,7.14,0.95,20,15,7,2,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,-
Mike Hardman,CHI,L,21,4.4,0,0,0,0,0,-,1,0.00,0.15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Matt Kiersted,FLA,D,10,0.61666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jackson Cates,PHI,C,11,0.31666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Janis Moser,ARI,D,43,51.266666666667,1,1,0,1,2,50.00,3,33.33,0.15,5,3,2,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,-
Kent Johnson,CBJ,C,9,12.166666666667,0,2,0,2,2,100.00,1,0.00,0.16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
Matty Beniers,SEA,C,10,29.45,2,2,1,1,4,100.00,10,20.00,1.59,16,11,8,4,0,2,0,0,0,0,0,1,1,0,0,1,0,2,0,100.00
William Eklund,S.J,"C, L",9,20.25,0,3,0,3,3,60.00,5,0.00,0.77,6,6,5,2,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,-
Owen Power,BUF,D,8,7.7333333333333,0,0,0,0,0,-,1,0.00,0.06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Cole Sillinger,CBJ,C,79,67.933333333333,0,2,1,1,2,50.00,15,0.00,2.22,22,19,16,11,0,2,2,1,1,0,0,0,2,0,1,2,0,29,22,56.86
Mason McTavish,ANA,C,9,17.55,0,1,0,1,1,25.00,0,-,0.14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-
Jesper Froden,BOS,R,7,5.9333333333333,0,0,0,0,0,-,2,0.00,0.11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Marc McLaughlin,BOS,C,11,1.7,0,0,0,0,0,-,1,0.00,0.1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Nick Blankenburg,CBJ,D,7,4.4166666666667,1,0,0,0,1,50.00,1,100.00,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Ben Meyers,COL,C,5,1.05,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
