"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"669","Dylan Cozens","BUF","C","79","167.45","2","8","5","3","10","58.82","30","6.67","3.86","61","41","29","6","0","5","0","0","0","0","0","0","7","0","2","6","0","68","82","45.33"
"756","Luke Evangelista","NSH","R","80","172.95","3","7","2","5","10","43.48","36","8.33","5.95","60","48","44","28","1","5","4","2","2","0","0","0","5","1","0","12","0","0","0","-"
"800","Wyatt Johnston","DAL","C","81","143.51666666667","3","7","5","2","10","58.82","26","11.54","5.78","62","42","44","21","0","5","4","2","2","0","0","1","2","0","2","2","0","7","2","77.78"
"53","Alex Pietrangelo","VGK","D","64","153.46666666667","0","9","6","3","9","50.00","20","0.00","2.01","57","36","12","1","0","4","0","0","0","0","0","0","4","4","1","4","5","0","0","-"
"61","Justin Schultz","SEA","D","69","164","0","9","4","5","9","56.25","16","0.00","1.86","59","33","16","1","0","5","0","0","0","0","0","1","3","2","0","4","4","0","0","-"
"124","Vladimir Tarasenko","FLA, OTT","R","76","178.08333333333","3","6","4","2","9","56.25","46","6.52","5.86","83","59","33","18","0","13","0","0","0","0","0","0","3","0","1","5","2","0","0","-"
"137","Bryan Rust","PIT","R","61","151.05","3","6","1","5","9","69.23","32","9.38","5.7","60","46","41","20","0","4","0","0","0","0","0","0","9","2","3","10","0","0","1","0.00"
"230","Erik Gustafsson","NYR","D","76","99.133333333333","0","9","6","3","9","69.23","13","0.00","0.78","28","16","5","0","0","3","0","0","0","0","0","0","3","0","1","0","2","0","0","-"
"262","Andre Burakovsky","SEA","L","48","108.61666666667","5","4","2","2","9","60.00","19","26.32","2.89","45","33","27","8","0","5","0","0","0","0","0","0","3","1","1","4","0","0","1","0.00"
"266","Ryan Hartman","MIN","R","73","134.21666666667","5","4","1","3","9","60.00","32","15.63","5.31","61","49","39","19","0","3","0","0","0","0","0","1","4","0","1","3","1","25","33","43.10"
"279","Seth Jones","CHI","D","66","212.81666666667","3","6","1","5","9","37.50","41","7.32","3.36","105","61","36","4","0","9","4","2","2","0","0","0","9","3","3","1","4","0","0","-"
"383","Travis Konecny","PHI","R","76","227.71666666667","4","5","3","2","9","52.94","40","10.00","7.54","91","68","54","19","0","11","8","4","4","0","0","3","3","2","1","3","0","2","3","40.00"
"475","Pierre-Luc Dubois","L.A","C","81","170.18333333333","7","2","1","1","9","56.25","26","26.92","6.22","55","45","38","19","0","4","4","2","2","0","0","1","1","0","2","6","0","19","15","55.88"
"523","Casey Mittelstadt","BUF, COL","C","79","188.9","3","6","2","4","9","42.86","23","13.04","3.78","41","33","28","14","0","1","8","3","3","0","0","1","4","1","1","4","1","76","76","50.00"
"625","Calen Addison","MIN, S.J","D","71","172.28333333333","0","9","5","4","9","42.86","29","0.00","2.33","61","35","17","2","0","3","4","2","2","0","0","1","2","3","1","1","5","0","0","-"
"653","Egor Zamula","PHI","D","66","101.13333333333","2","7","4","3","9","90.00","8","25.00","0.39","31","11","12","0","1","4","2","1","1","0","0","0","1","4","0","1","0","0","0","-"
"692","Thomas Harley","DAL","D","78","97.15","1","8","5","3","9","69.23","19","5.26","1","30","22","10","0","0","4","0","0","0","0","0","0","2","0","3","3","2","0","0","-"
"842","Leo Carlsson","ANA","C","54","122.08333333333","4","5","4","1","9","52.94","19","21.05","2.6","35","25","18","9","1","2","2","1","1","0","0","0","2","1","1","0","0","6","11","35.29"
"88","Reilly Smith","PIT","R","75","135.1","1","7","4","3","8","80.00","23","4.35","4","42","29","26","13","0","3","0","0","0","0","0","0","5","0","3","7","1","0","0","-"
"133","Tyler Seguin","DAL","C","68","121.56666666667","3","5","4","1","8","50.00","19","15.79","3.01","36","27","19","11","0","4","2","1","1","0","0","0","5","1","0","3","0","29","23","55.77"
"160","Boone Jenner","CBJ","C","58","159.96666666667","5","3","2","1","8","72.73","32","15.63","6.53","57","50","46","37","0","2","6","3","3","0","0","0","5","1","1","4","0","87","70","55.41"
"173","Dougie Hamilton","N.J","D","20","33.633333333333","4","4","2","2","8","88.89","9","44.44","0.8","22","12","10","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"180","Phillip Danault","L.A","C","77","141.71666666667","3","5","1","4","8","53.33","17","17.65","2.18","27","21","16","8","0","5","0","0","0","0","0","0","5","0","2","4","0","47","41","53.41"
"292","Anthony Mantha","VGK, WSH","R","74","121.66666666667","3","5","1","4","8","57.14","17","17.65","3.36","27","23","17","12","0","4","0","0","0","0","0","0","5","0","4","7","0","1","2","33.33"
"363","Rasmus Andersson","CGY","D","77","182.5","0","8","2","6","8","61.54","32","0.00","2.97","71","48","14","1","0","5","8","4","4","0","0","1","3","4","0","6","5","0","0","-"
"413","Anthony Cirelli","T.B","C","79","114.41666666667","4","4","2","2","8","47.06","9","44.44","1.59","17","15","14","9","0","3","2","1","1","0","0","0","1","0","2","5","0","28","38","42.42"
"533","Owen Tippett","PHI","R","78","209.21666666667","5","3","1","2","8","61.54","57","8.77","6.07","111","73","40","10","0","8","0","0","0","0","0","0","3","3","7","8","1","1","1","50.00"
"557","Neal Pionk","WPG","D","81","144.35","1","7","0","7","8","61.54","25","4.00","1.56","47","31","14","1","0","4","4","2","2","0","0","0","2","3","8","2","0","0","0","-"
"705","Alex Newhook","MTL","C","55","167.93333333333","2","6","1","5","8","47.06","20","10.00","3.44","39","30","27","11","0","4","4","2","2","0","0","0","5","2","0","3","2","36","26","58.06"
"717","Dmitri Voronkov","CBJ","L","75","148.5","6","2","1","1","8","40.00","30","20.00","5.82","48","43","40","28","0","1","2","1","1","0","0","0","6","1","3","2","0","38","50","43.18"
"762","Tyson Foerster","PHI","R","77","195.51666666667","4","4","3","1","8","44.44","41","9.76","5.79","73","57","45","16","0","8","0","0","0","0","0","0","1","6","6","6","0","0","0","-"
"802","Mason McTavish","ANA","C","64","146.86666666667","4","4","1","3","8","66.67","28","14.29","5.11","68","49","38","18","0","4","6","3","3","0","0","1","1","0","2","3","0","57","44","56.44"
"32","Alex Killorn","ANA","C, L","62","143.13333333333","5","2","1","1","7","58.33","27","18.52","4.8","42","35","35","20","0","4","4","2","2","0","0","1","3","2","3","3","1","3","3","50.00"
"79","Evander Kane","EDM","L","77","106.98333333333","2","5","3","2","7","77.78","23","8.70","4.03","51","36","29","13","1","6","16","4","3","0","1","1","4","1","3","8","0","3","5","37.50"
"114","Evgeny Kuznetsov","CAR, WSH","C","63","148.56666666667","1","6","3","3","7","58.33","18","5.56","2.16","33","23","10","2","0","1","2","1","1","0","0","0","6","0","2","1","1","37","25","59.68"
"118","Justin Faulk","STL","D","60","109.95","1","6","3","3","7","63.64","16","6.25","2.06","44","24","19","3","0","4","2","1","1","0","0","0","2","1","0","5","1","0","0","-"
"172","Sean Couturier","PHI","C","74","179.71666666667","3","4","3","1","7","46.67","34","8.82","5.64","56","42","38","25","0","7","0","0","0","0","0","0","4","1","2","4","0","99","75","56.90"
"222","Colton Sissons","NSH","C","81","166.5","3","4","2","2","7","30.43","35","8.57","7.63","61","55","50","33","0","10","4","2","2","0","0","0","2","1","4","4","0","48","38","55.81"
"303","Frederick Gaudreau","MIN","C","66","86.3","2","5","2","3","7","100.00","15","13.33","1.69","31","25","10","3","0","2","0","0","0","0","0","0","2","0","0","6","0","17","8","68.00"
"312","Nikolaj Ehlers","WPG","L","81","177.16666666667","0","7","5","2","7","87.50","29","0.00","3.22","81","51","22","2","1","6","0","0","0","0","0","0","3","0","1","7","2","0","3","0.00"
"354","Pierre Engvall","NYI","L","74","105.18333333333","2","5","4","1","7","87.50","12","16.67","0.94","27","16","8","1","0","2","4","2","2","0","0","0","5","1","2","9","1","4","4","50.00"
"396","Nicolas Roy","VGK","C","69","114.4","1","6","6","0","7","63.64","18","5.56","3.97","28","25","23","21","1","5","4","2","2","0","0","0","4","0","2","8","0","16","28","36.36"
"400","Thomas Chabot","OTT","D","51","134.71666666667","1","6","2","4","7","50.00","19","5.26","1.82","49","32","14","1","0","2","0","0","0","0","0","1","5","1","1","7","2","0","0","-"
"408","Ivan Provorov","CBJ","D","82","123.86666666667","0","7","4","3","7","77.78","12","0.00","0.83","36","19","11","1","0","4","4","2","2","0","0","0","4","0","1","1","2","0","0","-"
"478","Mikhail Sergachev","T.B","D","34","60.15","0","7","4","3","7","63.64","9","0.00","0.69","27","14","7","0","0","3","0","0","0","0","0","1","0","0","0","0","1","0","0","-"
"493","Brandon Hagel","T.B","L","81","98.283333333333","2","5","5","0","7","41.18","11","18.18","1.63","18","12","10","4","0","3","0","0","0","0","0","0","2","1","0","5","0","2","1","66.67"
"504","Trevor Moore","L.A","L","81","149.45","2","5","2","3","7","43.75","29","6.90","6.34","60","51","39","22","0","5","2","1","1","0","0","2","1","0","0","5","0","1","0","100.00"
"544","Timothy Liljegren","TOR","D","54","87.8","0","7","5","2","7","63.64","8","0.00","0.82","24","15","10","1","0","5","0","0","0","0","0","0","1","0","3","2","2","0","0","-"
"591","Joel Farabee","PHI","L","82","187.71666666667","2","5","1","4","7","63.64","27","7.41","4.17","40","33","23","18","0","3","6","3","3","0","0","0","2","0","0","8","0","10","8","55.56"
"606","Jack Drury","CAR","C","74","71.516666666667","2","5","3","2","7","50.00","17","11.76","2.53","24","19","20","13","1","3","2","1","1","0","0","0","2","2","1","3","0","29","24","54.72"
"752","Thomas Bordeleau","S.J","C","26","74.6","4","3","1","2","7","63.64","10","40.00","1.84","18","16","15","7","0","4","2","1","1","0","0","0","1","2","1","5","0","25","23","52.08"
"765","JJ Peterka","BUF","R","82","157.78333333333","3","4","2","2","7","63.64","29","10.34","2.84","55","42","25","4","1","2","0","0","0","0","0","4","2","1","0","7","0","0","0","-"
