"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"628","Jonatan Berggren","DET","R","12","8.7","0.725","75.86","34.48","68.75","55.17","27.59","66.67","34.48","20.69","62.50","6.9","6.9","50.00","4.2","2.88","59.31","34.48","20.69","62.50","13.79","13.79","50.00","6.9","0","100.00","27.59","9.2","75.00","0","9.2","0.00","109.58","19.92","84.62","0","0","-","20.00","66.67","0.867","27.59","0","6.9","48.28","80.00","48.28","0","13.79","77.78"
"605","Rasmus Kupari","WPG","C","27","8.7833333333333","0.32530864197531","54.65","34.16","61.54","27.32","34.16","44.44","27.32","13.66","66.67","0","0","-","1.93","1.91","50.33","13.66","6.83","66.67","6.83","6.83","50.00","0","0","-","9.11","0","100.00","0","0","-","59.2","19.73","75.00","0","0","-","0.00","100.00","1.000","27.32","6.83","0","40.99","100.00","27.32","13.66","0","100.00"
"479","Michael McLeod","N.J","C","45","7.1333333333333","0.15851851851852","75.7","33.64","69.23","33.64","33.64","50.00","33.64","33.64","50.00","0","8.41","0.00","3.43","9.21","27.12","33.64","16.82","66.67","16.82","8.41","66.67","0","0","-","22.43","11.21","66.67","0","0","-","97.2","24.3","80.00","0","12.15","0.00","0.00","75.00","0.750","75.7","33.64","25.23","84.11","75.00","75.7","50.47","25.23","75.00"
"759","Radim Zohorna","PIT","L","31","19.733333333333","0.63655913978495","76.01","33.45","69.44","54.73","30.41","64.29","39.53","21.28","65.00","0","3.04","0.00","5.36","3.13","63.17","39.53","21.28","65.00","27.36","6.08","81.82","0","0","-","16.22","20.27","44.44","0","0","-","79.05","13.18","85.71","0","4.39","0.00","0.00","85.71","0.857","30.41","9.12","0","57.77","100.00","39.53","12.16","6.08","86.67"
"303","Pierre-Edouard Bellemare","SEA","L","36","1.8166666666667","0.050462962962963","66.06","33.03","66.67","33.03","33.03","50.00","0","33.03","0.00","0","0","-","1.66","1.39","54.46","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","190.83","95.41","66.67","0","0","-","-","100.00","1.00","66.06","0","33.03","198.17","66.67","66.06","0","66.06","50.00"
"509","Nicolas Hague","VGK","D","65","5.4666666666667","0.084102564102564","32.93","32.93","50.00","21.95","21.95","50.00","10.98","21.95","33.33","0","0","-","1.65","4.1","28.74","21.95","21.95","50.00","0","21.95","0.00","0","0","-","29.27","0","100.00","0","0","-","47.56","31.71","60.00","0","0","-","0.00","100.00","1.000","54.88","10.98","21.95","131.71","71.43","54.88","21.95","21.95","71.43"
"422","Niko Mikkola","FLA","D","76","3.6833333333333","0.048464912280702","114.03","32.58","77.78","97.74","32.58","75.00","81.45","32.58","71.43","0","0","-","2.34","1.35","63.38","16.29","16.29","50.00","0","16.29","0.00","0","0","-","21.72","0","100.00","0","0","-","188.24","0","100.00","0","0","-","0.00","100.00","1.000","0","48.87","0","195.48","-","32.58","65.16","0","100.00"
"478","Nathan Bastian","N.J","R","54","31.533333333333","0.58395061728395","117.97","32.35","78.48","68.5","28.54","70.59","51.37","20.93","71.05","5.71","1.9","75.00","7.19","2.55","73.77","58.99","24.74","70.45","22.83","7.61","75.00","3.81","1.9","66.67","48.2","22.83","67.86","0","0","-","101.69","8.25","92.50","2.75","0","100.00","11.11","90.91","1.020","24.74","9.51","5.71","58.99","81.25","36.15","11.42","5.71","86.36"
"597","Alexander Alexeyev","WSH","D","31","1.9","0.061290322580645","0","31.58","0.00","0","31.58","0.00","0","31.58","0.00","0","0","-","0","1.22","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","45.61","0.00","0","0","-","-","100.00","1.00","63.16","0","0","94.74","100.00","94.74","0","0","100.00"
"718","Braden Schneider","NYR","D","75","1.9","0.025333333333333","0","31.58","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","45.61","0","100.00","0","0","-","-","-","-","31.58","0","0","126.32","100.00","31.58","0","0","100.00"
"604","Grigori Denisenko","VGK","L","6","3.8166666666667","0.63611111111111","31.44","31.44","50.00","31.44","31.44","50.00","31.44","31.44","50.00","0","0","-","2.17","4.72","31.52","15.72","31.44","33.33","15.72","31.44","33.33","0","0","-","0","0","-","0","0","-","45.41","0","100.00","0","0","-","0.00","100.00","1.000","31.44","15.72","0","31.44","100.00","31.44","15.72","15.72","66.67"
