"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"757","Mitchell Chaffee","T.B","R","23","253.35","4","1","1","0","5","71.43","23","17.39","2.64","40","32","28","14","1","4","4","2","2","0","0","5","3","2","64","45","16","0","3","0.00"
"823","Josh Doan","ARI","R","3","40.433333333333","2","3","2","1","5","100.00","12","16.67","1.81","16","14","14","11","1","2","0","0","0","0","0","0","1","2","1","2","2","0","0","-"
"851","Emil Lilleberg","T.B","D","29","463.43333333333","0","5","3","2","5","33.33","24","0.00","0.67","62","37","13","0","1","4","12","6","6","0","0","1","12","6","72","67","32","0","0","-"
"99","Nicolas Deslauriers","PHI","L","60","488.96666666667","1","3","1","2","4","44.44","49","2.04","5.17","99","77","42","23","3","3","89","24","12","11","1","14","5","14","159","37","21","5","8","38.46"
"118","Tyler Pitlick","NYR","C","34","346.73333333333","1","3","2","1","4","44.44","32","3.13","3.14","65","47","41","17","1","9","4","2","2","0","0","5","5","5","67","24","15","3","14","17.65"
"123","Derek Forbort","BOS","D","35","622.78333333333","0","4","1","3","4","14.81","22","0.00","1.1","73","49","17","2","2","6","17","7","6","1","0","5","11","6","58","63","65","0","0","-"
"127","Austin Watson","T.B","L","30","211.26666666667","2","2","1","1","4","66.67","17","11.76","1.58","31","24","14","6","1","5","81","18","8","7","3","13","0","3","69","14","16","0","3","0.00"
"133","Taylor Hall","CHI","L","10","163.3","2","2","2","0","4","57.14","20","10.00","1.83","44","31","17","3","0","6","4","2","2","0","0","2","3","5","6","12","3","6","3","66.67"
"167","Matt Nieto","PIT","L","22","255.45","1","3","3","0","4","44.44","13","7.69","1.71","27","23","16","11","1","1","4","2","2","0","0","0","4","4","12","20","9","0","0","-"
"197","Brendan Gaunce","CBJ","C","19","231.23333333333","2","2","1","1","4","80.00","20","10.00","2.8","48","36","30","15","1","7","4","2","2","0","0","0","2","8","40","3","6","82","71","53.59"
"220","Devin Shore","SEA","C","21","168.15","1","3","2","1","4","44.44","15","6.67","1.4","38","27","20","7","2","2","4","1","1","0","0","1","1","5","16","14","9","20","20","50.00"
"247","Chad Ruhwedel","NYR, PIT","D","52","660.46666666667","1","3","1","2","4","25.00","35","2.86","1","99","54","16","2","2","4","4","2","2","0","0","3","6","13","85","44","44","0","0","-"
"292","Rasmus Ristolainen","PHI","D","31","516.78333333333","1","3","1","2","4","20.00","46","2.17","2","89","63","27","5","0","6","8","4","4","0","0","4","10","4","48","54","45","0","0","-"
"302","Ross Johnston","ANA","L","61","493.01666666667","1","3","1","2","4","44.44","40","2.50","4.52","71","56","45","24","4","6","111","26","13","9","4","19","9","12","104","23","25","3","2","60.00"
"319","Haydn Fleury","T.B","D","22","354.58333333333","1","3","2","1","4","26.67","21","4.76","0.99","52","32","16","2","0","4","18","5","4","0","1","3","9","2","30","43","32","0","0","-"
"346","Louie Belpedio","PHI","D","12","158.43333333333","2","2","1","1","4","44.44","12","16.67","0.6","21","14","8","3","0","2","0","0","0","0","0","0","2","4","14","6","18","0","0","-"
