"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"430","Tommy Novak","NSH","C","51","127.6","5","7","5","2","12","63.16","23","21.74","2.59","43","31","27","7","0","1","2","1","1","0","0","0","1","1","2","11","0","9","7","56.25"
"472","Conor Garland","VAN","R","81","125.26666666667","2","10","4","6","12","75.00","18","11.11","3.32","38","30","21","8","1","3","0","0","0","0","0","0","7","2","1","11","1","0","1","0.00"
"476","Troy Terry","ANA","R","70","194.93333333333","5","7","3","4","12","54.55","44","11.36","7.93","80","66","61","30","0","7","4","2","2","0","0","1","3","2","3","4","0","0","0","-"
"570","Juuso Valimaki","ARI","D","78","137.48333333333","1","11","4","7","12","63.16","9","11.11","1","24","16","12","3","0","1","2","1","1","0","0","1","2","0","0","0","3","0","0","-"
"594","Owen Tippett","PHI","R","77","182.11666666667","8","4","0","4","12","60.00","47","17.02","4.32","80","59","32","9","0","5","4","2","2","0","0","0","6","6","3","15","3","2","0","100.00"
"748","Arthur Kaliyev","L.A","R","56","118.8","8","4","3","1","12","60.00","35","22.86","4.17","72","48","41","6","0","10","2","1","1","0","0","0","3","0","2","10","0","0","0","-"
"835","Kent Johnson","CBJ","C","79","140.73333333333","5","7","4","3","12","80.00","20","25.00","2.31","38","28","18","6","0","5","0","0","0","0","0","1","9","0","2","4","0","3","6","33.33"
"21","T.J. Oshie","WSH","R","58","182.65","9","2","1","1","11","44.00","41","21.95","9.04","72","62","65","37","0","7","2","1","1","0","0","0","0","3","7","4","0","58","66","46.77"
"39","Nicklas Backstrom","WSH","C","39","117.25","6","5","2","3","11","57.89","20","30.00","2.62","36","25","24","9","0","1","2","1","1","0","0","0","4","0","1","2","0","12","15","44.44"
"156","Tyler Seguin","DAL","C","76","165.83333333333","7","4","2","2","11","78.57","39","17.95","5.84","59","52","41","18","1","2","2","1","1","0","0","1","7","2","0","3","0","52","43","54.74"
"160","Bryan Rust","PIT","R","81","175.3","2","9","5","4","11","61.11","25","8.00","5.07","54","46","42","26","1","7","0","0","0","0","0","0","5","5","6","8","1","0","0","-"
"188","Boone Jenner","CBJ","C","68","210.55","7","4","2","2","11","39.29","41","17.07","10.02","76","72","65","52","1","7","0","0","0","0","0","1","2","2","2","7","0","134","86","60.91"
"236","Teuvo Teravainen","CAR","L","68","159.83333333333","5","6","3","3","11","73.33","38","13.16","3.9","58","50","24","6","0","4","2","1","1","0","0","0","6","1","0","10","0","4","5","44.44"
"462","Evan Rodrigues","COL","C","69","132.58333333333","6","5","3","2","11","52.38","25","24.00","3.71","41","27","27","11","0","4","4","2","2","0","0","0","4","1","0","3","1","7","17","29.17"
"671","Jesperi Kotkaniemi","CAR","C","82","150.25","3","8","3","5","11","68.75","26","11.54","4.64","60","41","38","19","0","5","4","2","2","0","0","1","8","0","2","8","0","26","25","50.98"
"686","Rasmus Sandin","TOR, WSH","D","71","137.6","0","11","4","7","11","68.75","8","0.00","0.52","21","10","6","0","0","3","0","0","0","0","0","0","2","1","0","3","2","0","0","-"
"834","J.J. Moser","ARI","D","82","175.16666666667","3","8","1","7","11","61.11","22","13.64","1.73","41","26","15","2","0","4","0","0","0","0","0","1","5","0","1","5","5","0","0","-"
"37","Derick Brassard","OTT","C","62","116.73333333333","5","5","4","1","10","55.56","27","18.52","4.71","31","29","28","22","0","6","6","3","3","0","0","0","7","1","0","3","0","14","12","53.85"
"83","Adam Henrique","ANA","C","62","158.53333333333","4","6","5","1","10","47.62","27","14.81","5.78","58","46","48","28","0","9","2","1","1","0","0","0","3","0","2","2","0","109","77","58.60"
"91","Mike Hoffman","MTL","L","67","173.13333333333","1","9","5","4","10","55.56","38","2.63","3.94","75","54","26","4","0","2","0","0","0","0","0","0","4","0","1","1","1","1","1","50.00"
"110","Reilly Smith","VGK","R","78","157.51666666667","6","4","1","3","10","47.62","47","12.77","5.49","78","59","53","14","0","7","2","1","1","0","0","0","6","1","7","2","0","0","0","-"
"142","Justin Faulk","STL","D","82","194.33333333333","2","8","4","4","10","45.45","31","6.45","3.15","58","46","21","3","0","4","4","2","2","0","0","0","3","4","1","1","3","0","0","-"
"155","Ryan Johansen","NSH","C","55","173.71666666667","5","5","4","1","10","45.45","31","16.13","6.58","54","51","48","27","0","4","0","0","0","0","0","0","4","0","3","5","0","101","75","57.39"
"165","John Klingberg","ANA, MIN","D","67","168.3","2","8","4","4","10","58.82","39","5.13","2.71","89","60","21","0","0","4","0","0","0","0","0","1","7","2","0","6","2","0","0","-"
"173","Travis Boyd","ARI","C","82","190.48333333333","2","8","4","4","10","47.62","19","10.53","3.71","34","27","24","19","0","4","6","3","3","0","0","2","9","0","1","7","1","66","58","53.23"
"296","Oliver Bjorkstrand","SEA","R","81","190.76666666667","5","5","1","4","10","47.62","40","12.50","7.11","66","56","50","20","1","3","2","1","1","0","0","0","1","4","2","8","1","2","5","28.57"
"316","Tyler Bertuzzi","BOS, DET","L","50","141.83333333333","4","6","1","5","10","41.67","18","22.22","3.37","33","27","24","18","0","2","0","0","0","0","0","0","5","5","4","3","0","2","3","40.00"
"355","Nick Ritchie","ARI, CGY","L","74","170.83333333333","4","6","4","2","10","52.63","26","15.38","4.25","44","35","41","20","1","4","6","3","3","0","0","0","3","0","9","9","0","0","3","0.00"
"388","Michael Bunting","TOR","L","82","149.13333333333","7","3","2","1","10","55.56","29","24.14","5.16","44","38","38","26","0","6","4","2","2","0","0","2","1","1","2","6","0","0","0","-"
"680","Barrett Hayton","ARI","C","82","189.56666666667","4","6","3","3","10","41.67","33","12.12","5.29","59","41","41","19","0","7","4","2","2","0","0","0","7","3","5","3","1","83","65","56.08"
"739","Cole Caufield","MTL","R","46","150.16666666667","7","3","0","3","10","62.50","42","16.67","5.84","80","64","45","9","0","5","0","0","0","0","0","0","3","0","0","5","0","0","0","-"
"801","Dawson Mercer","N.J","C","82","107.25","2","8","5","3","10","58.82","16","12.50","3.12","25","20","22","11","0","3","2","1","1","0","0","0","2","1","0","7","0","4","6","40.00"
"836","Matty Beniers","SEA","C","80","187.9","4","6","3","3","10","50.00","28","14.29","4.64","51","39","20","11","1","2","0","0","0","0","0","2","7","6","0","12","0","24","38","38.71"
"3","Jeff Carter","PIT","C","79","123.16666666667","4","5","3","2","9","56.25","27","14.81","3.68","40","34","27","17","1","8","4","2","2","0","0","0","2","1","2","6","0","48","23","67.61"
"34","Jeff Petry","PIT","D","61","141.05","2","7","1","6","9","75.00","19","10.53","1.52","45","26","14","0","0","4","4","2","2","0","0","0","1","1","5","3","2","0","0","-"
"38","Phil Kessel","VGK","C, R","82","118.93333333333","2","7","3","4","9","75.00","29","6.90","2.56","46","34","24","3","0","3","4","2","2","0","0","0","4","1","1","0","0","0","0","-"
"90","Tyler Johnson","CHI","C","56","140.91666666667","4","5","4","1","9","69.23","32","12.50","4.43","53","39","36","12","0","3","4","2","2","0","0","1","3","1","1","3","0","16","12","57.14"
"135","Jason Zucker","PIT","L","78","124.7","2","7","1","6","9","69.23","16","12.50","4.32","35","29","28","15","0","3","2","1","1","0","0","1","6","2","5","7","0","2","1","66.67"
"166","Mark Stone","VGK","R","43","116.56666666667","3","6","4","2","9","45.00","22","13.64","4.52","36","29","35","21","0","1","2","1","1","0","0","1","3","2","1","6","1","0","1","0.00"
"193","William Karlsson","VGK","C","82","138.46666666667","2","7","4","3","9","60.00","29","6.90","6.12","48","43","40","26","0","5","0","0","0","0","0","0","4","4","2","10","0","60","41","59.41"
"228","Scott Laughton","PHI","C","78","136.1","5","4","2","2","9","81.82","21","23.81","3.53","37","32","17","13","0","3","4","2","2","0","0","3","2","1","4","4","0","52","56","48.15"
"231","Mike Matheson","MTL","D","48","152.41666666667","0","9","7","2","9","60.00","27","0.00","1.92","54","36","17","0","0","9","6","3","3","0","0","0","1","1","5","2","1","0","0","-"
"304","Shea Theodore","VGK","D","55","127.41666666667","2","7","4","3","9","69.23","19","10.53","1.32","39","25","13","2","0","2","0","0","0","0","0","0","2","1","1","2","3","0","0","-"
"321","Jonathan Drouin","MTL","L","58","117.45","0","9","4","5","9","69.23","10","0.00","0.79","15","11","6","0","0","2","2","1","1","0","0","0","2","1","0","3","0","7","12","36.84"
"331","Alex Wennberg","SEA","C","82","187.68333333333","4","5","5","0","9","42.86","25","16.00","5.98","36","32","33","30","0","5","2","1","1","0","0","0","2","3","3","12","0","60","90","40.00"
"351","Sam Bennett","FLA","C","63","131.88333333333","4","5","3","2","9","64.29","31","12.90","5.03","61","44","38","21","1","6","6","3","3","0","0","1","9","2","3","6","0","37","45","45.12"
"407","Frank Vatrano","ANA","R","81","131.05","5","4","2","2","9","90.00","36","13.89","5.09","53","46","24","14","0","4","0","0","0","0","0","0","4","2","0","5","0","0","2","0.00"
"441","Jack Roslovic","CBJ","C","77","167.95","2","7","3","4","9","50.00","21","9.52","3.55","39","30","27","11","3","2","0","0","0","0","0","0","4","0","4","4","2","41","57","41.84"
"546","Ross Colton","T.B","C","81","102.75","4","5","2","3","9","75.00","26","15.38","2.8","39","31","24","5","0","3","0","0","0","0","0","0","0","2","5","4","0","9","7","56.25"
"582","Cody Glass","NSH","C","72","162.65","6","3","2","1","9","60.00","28","21.43","5.64","52","46","41","23","0","4","4","2","2","0","0","0","6","5","1","4","0","42","49","46.15"
"593","Gabriel Vilardi","L.A","C, R","63","188.16666666667","5","4","2","2","9","34.62","26","19.23","5.64","47","40","44","27","0","4","4","2","2","0","0","2","3","1","3","17","0","16","16","50.00"
"685","Adam Boqvist","CBJ","D","46","141.33333333333","0","9","6","3","9","64.29","21","0.00","1.46","41","30","8","0","0","3","2","1","1","0","0","0","0","0","2","4","2","0","0","-"
"705","Jonatan Berggren","DET","R","67","109.53333333333","5","4","4","0","9","75.00","14","35.71","2.49","26","20","10","6","0","3","2","1","1","0","0","0","3","2","0","6","1","1","0","100.00"
"761","Shane Pinto","OTT","C","82","168.98333333333","5","4","1","3","9","40.91","37","13.51","7.38","68","55","52","28","0","7","0","0","0","0","0","1","5","2","0","8","0","4","5","44.44"
"46","Kevin Shattenkirk","ANA","D","75","135.95","1","7","6","1","8","66.67","30","3.33","1.8","55","36","14","0","1","8","2","1","1","0","0","0","2","1","1","3","3","0","0","-"
"56","Evgenii Dadonov","DAL, MTL","R","73","122.56666666667","0","8","6","2","8","66.67","11","0.00","1.83","21","16","14","8","0","3","0","0","0","0","0","0","1","1","0","6","1","0","0","-"
"113","Dmitry Orlov","BOS, WSH","D","66","98.566666666667","1","7","4","3","8","80.00","9","11.11","0.77","24","14","6","0","0","1","2","1","1","0","0","0","4","3","3","3","1","0","0","-"
