"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"358","Nick Ritchie","ARI, CGY","L","74","1.6833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"359","Kevin Fiala","L.A","L","69","1.4666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"361","Sonny Milano","WSH","L","64","1.1333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"364","Tony DeAngelo","PHI","D","70","74.533333333333","0","0","0","0","0","0.00","2","0.00","0.06","2","2","0","0","0","0","0","0","0","0","0","0","1","1","3","0","7","0","0","-"
"366","Robby Fabbri","DET","C","28","0.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"369","David Pastrnak","BOS","R","82","4.8666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","100.00"
"371","Brendan Lemieux","L.A, PHI","L","45","11.1","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","-"
"373","Marcus Pettersson","PIT","D","68","114.4","0","0","0","0","0","0.00","5","0.00","0.07","5","5","1","0","1","0","4","2","2","0","0","2","2","2","11","4","14","0","0","-"
"374","Andreas Englund","CHI, COL","D","47","32.783333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","5","1","0","1","0","2","0","1","5","1","6","0","0","-"
"375","Nicolas Aube-Kubel","TOR, WSH","R","53","9.7166666666667","0","0","0","0","0","-","1","0.00","0.25","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","1","0.00"
