"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"129","Erik Haula","N.J","L","80","1330.4833333333","14","27","15","12","41","58.57","164","8.54","21.41","295","236","180","93","12","27","47","21","20","1","0","11","30","49","92","72","8","573","484","54.21"
"167","Mikael Granlund","NSH, PIT","C","79","1406.95","10","31","20","11","41","56.94","121","8.26","18.11","222","172","141","70","9","19","20","10","10","0","0","11","33","38","78","124","52","171","213","44.53"
"168","Nino Niederreiter","NSH, WPG","R","78","1270.3666666667","24","17","8","9","41","63.08","181","13.26","21.52","302","235","208","119","11","22","22","10","10","0","0","23","22","33","165","120","30","8","5","61.54"
"211","Ryan Strome","ANA","C","82","1397.25","15","26","12","14","41","61.19","130","11.54","15.63","206","166","122","67","8","23","79","31","27","3","1","13","48","29","29","54","21","402","516","43.79"
"234","Morgan Rielly","TOR","D","65","1410.7666666667","4","37","20","17","41","43.16","126","3.17","8.08","242","174","91","19","5","15","21","9","8","1","0","8","65","20","70","104","83","0","0","-"
"259","Shayne Gostisbehere","ARI, CAR","D","75","1561.25","13","28","15","13","41","48.81","155","8.39","9.52","334","230","98","18","5","29","32","12","11","0","1","21","55","32","46","67","80","0","0","-"
"318","Shea Theodore","VGK","D","55","1178.8166666667","8","33","15","18","41","56.94","136","5.88","7.19","282","183","80","16","4","17","18","8","8","0","0","7","24","28","16","63","78","0","0","-"
"408","Gustav Forsling","FLA","D","82","1921.7333333333","13","28","16","12","41","40.20","209","6.22","9.37","413","275","120","16","9","28","40","20","20","0","0","9","47","40","69","105","92","0","0","-"
"429","Frank Vatrano","ANA","R","81","1350.9666666667","22","19","11","8","41","74.55","231","9.52","20.98","354","293","182","77","8","37","66","21","18","0","3","22","34","21","86","70","67","7","10","41.18"
"474","Thomas Chabot","OTT","D","68","1698.1166666667","11","30","12","18","41","34.75","165","6.67","9.54","355","228","109","16","8","28","52","26","26","0","0","11","65","19","79","141","118","0","0","-"
"638","Gabriel Vilardi","L.A","C, R","63","983.01666666667","23","18","10","8","41","65.08","122","18.85","16.88","207","161","155","79","6","25","18","9","9","0","0","27","16","23","41","96","9","52","61","46.02"
"926","Wyatt Johnston","DAL","C","82","1269.5","24","17","10","7","41","60.29","160","15.00","18.92","281","207","192","94","8","35","20","10","10","0","0","5","55","47","22","76","27","145","190","43.28"
"156","Jaden Schwartz","SEA","C","71","1237.05","21","19","12","7","40","61.54","167","12.57","22.7","291","221","189","97","13","23","22","11","11","0","0","8","31","44","55","88","23","73","84","46.50"
"197","Jean-Gabriel Pageau","NYI","C","70","1232.8833333333","13","27","15","12","40","64.52","123","10.57","16.33","204","173","139","78","13","17","14","7","7","0","0","9","35","33","175","101","53","719","537","57.25"
"275","Andreas Athanasiou","CHI","C","81","1296.2833333333","20","20","11","9","40","68.97","175","11.43","18.67","337","259","180","81","11","25","34","12","11","0","1","15","49","58","43","68","37","81","93","46.55"
"368","Sam Bennett","FLA","C","63","1096.6333333333","16","24","15","9","40","61.54","193","8.29","22.86","321","253","209","106","20","29","54","26","26","0","0","21","40","38","150","58","30","425","479","47.01"
"417","Victor Olofsson","BUF","L","75","1076.6333333333","28","12","8","4","40","61.54","161","17.39","16.44","273","209","130","37","8","14","4","2","2","0","0","10","22","24","16","45","13","1","5","16.67"
"470","Anthony Beauvillier","NYI, VAN","L","82","1333.8666666667","18","22","14","8","40","55.56","176","10.23","18.35","285","233","210","88","11","23","24","11","11","0","0","12","34","32","78","117","30","3","10","23.08"
"716","Evan Bouchard","EDM","D","82","1518.35","8","32","11","21","40","36.04","156","5.13","8.65","380","219","99","12","3","20","28","14","14","0","0","8","73","66","95","98","63","0","0","-"
"810","Kaapo Kakko","NYR","R","82","1255.1666666667","18","22","14","8","40","60.61","126","14.29","15.56","226","177","148","72","5","20","8","4","4","0","0","14","30","47","26","90","22","1","3","25.00"
"913","Kent Johnson","CBJ","C","79","1146.8","16","24","17","7","40","66.67","126","12.70","11.82","221","167","121","52","3","19","14","7","7","0","0","11","40","26","15","69","26","41","98","29.50"
"139","Calle Jarnkrok","TOR","C","73","1049.9166666667","20","19","11","8","39","70.91","106","18.87","13.4","197","153","134","61","4","14","14","7","7","0","0","11","12","21","50","116","18","42","52","44.68"
"316","Andre Burakovsky","SEA","L","49","811.13333333333","13","26","15","11","39","75.00","105","12.38","8.55","206","147","103","24","3","12","14","7","7","0","0","10","17","31","17","68","13","0","6","0.00"
"490","Evan Rodrigues","COL","C","69","1232.0833333333","16","23","14","9","39","50.00","184","8.70","17.92","311","235","175","74","8","25","30","15","15","0","0","18","32","29","34","108","24","119","122","49.38"
"577","Filip Hronek","DET, VAN","D","64","1388.7833333333","9","30","13","17","39","46.43","124","7.26","6.39","259","168","61","9","5","16","34","13","12","0","1","10","32","12","102","71","51","0","0","-"
"711","Joel Farabee","PHI","L","82","1394.8833333333","15","24","10","14","39","50.65","145","10.34","14.13","258","192","149","65","3","31","41","16","13","3","0","20","40","25","71","103","39","16","29","35.56"
"865","Seth Jarvis","CAR","C","82","1328.6833333333","14","25","16","9","39","54.17","187","7.49","24.75","325","257","216","129","12","30","12","6","6","0","0","14","30","37","73","179","41","9","17","34.62"
"870","Alexis Lafrenière","NYR","L","81","1232.7833333333","16","23","10","13","39","57.35","135","11.85","14.91","239","183","148","75","6","13","33","15","14","1","0","15","36","32","141","127","26","28","48","36.84"
"86","Adam Henrique","ANA","C","62","1127.1666666667","22","16","9","7","38","60.32","132","16.67","18.99","224","177","160","87","7","22","22","11","11","0","0","9","34","26","28","36","40","342","327","51.12"
"176","Mark Stone","VGK","R","43","833.2","17","21","13","8","38","61.29","113","15.04","17.23","190","152","154","93","4","15","10","5","5","0","0","10","22","47","31","45","20","0","3","0.00"
"194","Blake Coleman","CGY","C","82","1246.65","18","20","12","8","38","74.51","188","9.57","25.12","331","264","223","120","7","31","54","25","25","0","0","21","32","36","107","81","35","20","22","47.62"
"239","Brady Skjei","CAR","D","81","1766.4833333333","18","20","8","12","38","46.34","188","9.57","9.48","411","285","127","26","8","33","40","20","20","0","0","7","54","47","71","74","51","0","0","-"
"346","Alex Wennberg","SEA","C","82","1532.8666666667","13","25","17","8","38","49.35","101","12.87","16.52","165","136","124","83","6","17","20","9","9","0","0","10","26","84","43","94","59","627","748","45.60"
"362","Frederick Gaudreau","MIN","C","82","1315.5166666667","19","19","11","8","38","67.86","138","13.77","14.46","207","168","117","51","14","24","10","5","5","0","0","9","21","42","42","55","41","500","515","49.26"
"365","Aaron Ekblad","FLA","D","71","1660.9833333333","14","24","15","9","38","36.19","216","6.48","15.03","376","282","136","37","8","42","66","28","27","0","1","16","65","29","77","55","71","0","0","-"
"371","Nikolaj Ehlers","WPG","L","45","704.16666666667","12","26","15","11","38","82.61","132","9.09","11.92","293","207","134","37","3","24","11","4","3","1","0","18","23","30","36","37","7","1","1","50.00"
