"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"244","Mike Matheson","MTL","D","48","908.86666666667","18.934722222222","0.53","0.99","0.66","0.33","1.52","52.27","6.27","8.42","0.35","12.61","8.25","3.56","0.73","0.33","1.06","1.65","0.66","0.59","0.07","0","0.66","4.36","2.24","3.17","3.76","3.5","0","0","-"
"284","Jaycob Megna","S.J, SEA","D","54","922.73333333333","17.087654320988","0.07","0.65","0.33","0.33","0.72","22.92","3.51","1.85","0.18","7.93","4.88","1.95","0.26","0.07","0.85","1.24","0.52","0.46","0.07","0","0.33","1.63","0.72","5.14","4.88","0.85","0","0","-"
"447","Mikko Rantanen","COL","R","82","1476.3833333333","18.004674796748","1.71","1.06","0.73","0.33","2.76","70.83","9.39","18.18","1.04","16.95","12.88","9.35","3.82","0.45","1.14","3.25","1.3","1.22","0","0.08","1.14","1.46","2.36","3.01","4.63","1.38","6.99","6.75","2.07"
"448","A.J. Greer","BOS","L","61","547.03333333333","8.9677595628415","0.55","0.77","0.44","0.33","1.32","54.55","7.24","7.58","0.87","11.74","9.32","8.34","3.95","0.44","1.43","12.5","2.74","1.32","0.88","0.55","1.75","1.54","1.75","11.08","8.12","2.3","0.22","0.11","7.31"
"635","Eeli Tolvanen","NSH, SEA","R","61","737.68333333333","12.093169398907","1.14","0.81","0.49","0.33","1.95","55.81","7.24","15.73","0.64","13.1","10.49","6.51","2.85","0.16","0.89","1.14","0.57","0.57","0","0","0.41","0.57","1.63","7.32","3.58","3.42","0.16","0.73","1.48"
"722","Filip Zadina","DET","R","30","367.15","12.238333333333","0.49","0.65","0.33","0.33","1.14","87.50","8.17","6.00","0.73","13.07","10.79","8.5","3.1","0.49","0.98","1.63","0.82","0.82","0","0","0.65","2.12","2.45","3.6","4.09","2.12","0.16","0.65","3.27"
"764","Pontus Holmberg","TOR","R","37","363.13333333333","9.8144144144144","0.66","1.32","0.99","0.33","1.98","85.71","4.3","15.38","0.45","7.93","6.61","5.78","2.15","0.33","0.66","2.97","1.16","1.16","0","0","1.82","1.65","1.16","3.97","9.58","2.31","14.54","19.66","7.02"
"826","Shane Pinto","OTT","C","82","1105.0333333333","13.476016260163","0.81","0.6","0.27","0.33","1.41","60.47","6.52","12.50","0.79","10.86","8.96","7.66","3.53","0.6","1.09","0.98","0.49","0.49","0","0","1.09","1.41","1.95","3.86","4.4","2.06","23.67","21.45","2.85"
"82","Travis Hamonic","OTT","D","75","1140.9666666667","15.212888888889","0.32","0.58","0.26","0.32","0.89","32.08","6.78","4.65","0.24","13.88","8.94","3.21","0.58","0.47","1.21","3.42","1.42","1.31","0.05","0.05","0.68","2.84","0.84","5.21","5.73","5.31","0","0","-"
"100","Alex Chiasson","DET","R","20","188.43333333333","9.4216666666667","0.32","0.32","0","0.32","0.64","50.00","4.14","7.69","0.59","7.64","6.37","5.09","3.5","0","0.32","1.27","0.64","0.64","0","0","0.32","0.64","0.96","4.14","8.28","2.23","0","1.91","0.00"
